question_id,student_id,final_total,final_scores_per_point,final_buckets_per_point,final_feedback_per_point,adjustment_note,status,updated_at
19_20-2-1-java,mut_semi,53,"{""1"": 8, ""2"": 15, ""3"": 12, ""4"": 18, ""5"": 0, ""6"": 0}",{},"{""1"": ""The student uses an ArrayList for storage but the dequeue() method fails to remove the front element, leaving it in the list and violating FIFO behavior."", ""2"": ""The student correctly implements emptyqueue() by checking if the ArrayList is empty using list.isEmpty(), which accurately reflects whether the queue contains no elements."", ""3"": ""The head() method correctly returns the first element of the list (list.get(0)) without modifying the internal state of the queue."", ""4"": ""The enqueue method correctly appends elements to the end of the ArrayList, which aligns with the requirement to add elements to the back of the queue."", ""5"": ""The dequeue() method returns list.get(0) but does not remove the element from the list, failing to update the internal state as required."", ""6"": ""The dequeue() method returns but does not remove the front element, violating FIFO order, and the use of ArrayList requires an import statement which is disallowed by the problem constraints.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-3-1-java,mut_semi,55,"{""1"": 0, ""2"": 20, ""3"": 20, ""4"": 15, ""5"": 0}",{},"{""1"": ""The student implemented a single pass through the list with no nested loops, lacking the outer loop structure needed for repeated sorting passes that characterizes proper Bubble Sort implementation."", ""2"": ""The student correctly uses list.Smaller(j, j-1) with adjacent indices to compare elements, matching the sample solution's approach for detecting out-of-order pairs."", ""3"": ""The student correctly calls Swap(j, j-1) immediately after detecting an order violation with list.Smaller(j, j-1), using the same indices as the comparison."", ""4"": ""The student correctly uses list.Length() as the upper bound in their for loop, ensuring the algorithm works for any list size without hardcoded values."", ""5"": ""The solution only performs a single pass through the list, leaving it partially sorted rather than fully sorted as required, failing to handle cases requiring multiple passes like [3, 2, 1].""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-6-2-python,mut_semi,55,"{""1"": 20, ""2"": 20, ""3"": 15, ""4"": 0, ""5"": 0}",{},"{""1"": ""The student correctly allocates a 2D list with dimensions (n+1) x (capacity+1) and initializes all values to 0 using list comprehension, matching the sample solution's approach."", ""2"": ""The student correctly implemented the required loop structure with an outer loop iterating over items in reverse order and an inner loop covering all capacities from 0 to the given capacity inclusive."", ""3"": ""The student correctly checks if volume[i] <= j before attempting to include the item in the knapsack, ensuring the solution respects the capacity constraints for each subproblem."", ""4"": ""The student's code lacks the critical max() comparison when the item fits, always adding the item's value instead of choosing between taking and not taking the item, which leads to incorrect solutions."", ""5"": ""The student's solution incorrectly always adds the item's value when it fits, without comparing it to the case where the item is excluded, leading to incorrect maximum value calculations. This omits the crucial max() comparison that determines optimal choices in the knapsack problem.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-3-1-python,mut_semi,55,"{""1"": 0, ""2"": 20, ""3"": 20, ""4"": 15, ""5"": 0}",{},"{""1"": ""The student implemented a single pass through the list without any outer loop or flag mechanism to repeat passes, resulting in an incomplete sort that only addresses adjacent elements once."", ""2"": ""The student correctly uses the Larger(int x, int y) method with indices i-1 and i to compare adjacent elements, matching the required comparison logic in the sample solution."", ""3"": ""The student correctly calls Swap(i-1, i) whenever Larger(i-1, i) returns true, matching the required behavior of swapping the same indices identified by the comparison."", ""4"": ""The student correctly uses listToSort.Length() as the upper bound in the for loop, ensuring the algorithm works for any list size as required by the rubric point."", ""5"": ""The solution only performs a single pass through the list, leaving it partially sorted instead of fully sorted as required, unlike the sample solution's complete bubble sort implementation with a repeat loop.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-6-2-java,mut_semi,55,"{""1"": 20, ""2"": 20, ""3"": 15, ""4"": 0, ""5"": 0}",{},"{""1"": ""The student correctly allocates a 2D double array with dimensions (n+1) x (capacity+1), and Java's default initialization ensures all entries are 0.0, satisfying the rubric's requirements."", ""2"": ""The student correctly implemented nested loops with the outer loop iterating over items (from n-1 to 0) and the inner loop iterating over capacities (from 0 to capacity), matching the required structure for solving subproblems in the knapsack DP approach."", ""3"": ""The student correctly checks if volumes[i] <= j before attempting to include the item in the knapsack, ensuring capacity feasibility as required."", ""4"": ""The student's solution incorrectly always adds the current item's value without comparing it to the case where the item is not included, missing the crucial max() operation that determines the optimal choice between including/excluding the item."", ""5"": ""The student's solution incorrectly always adds the current item's value without comparing it to the case where the item is excluded, leading to incorrect maximum values as the recurrence relation lacks the necessary Math.max comparison.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-2-2-python,mut_semi,60,"{""1"": 20, ""2"": 15, ""3"": 25, ""4"": 0, ""5"": 0}",{},"{""1"": ""The solution correctly iterates through all tokens in the input list and properly classifies each token as either an operator (+, -, *, /) or a numeric value using explicit conditional checks."", ""2"": ""The student correctly converts numeric tokens to integers using int(i) and pushes them onto the stack in the else clause, fulfilling the number handling requirement."", ""3"": ""The code correctly pops two values from the stack and pushes the result for each operator, fulfilling the requirement to handle operators by popping, computing, and pushing."", ""4"": ""The student implemented subtraction and division with reversed operand order (n1 - n2 and n1 / n2 instead of n2 - n1 and n2 / n1), which violates RPN semantics where the second popped value should be the left operand."", ""5"": ""The student's solution incorrectly computes subtraction and division with reversed operand order (n1 - n2 instead of n2 - n1), leading to wrong results for expressions involving these operators.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-6-1-java,mut_semi,60,"{""1"": 20, ""2"": 0, ""3"": 15, ""4"": 25, ""5"": 0}",{},"{""1"": ""The student correctly allocates a (m+1)x(n+1) DP table and uses nested loops with i and j iterating from 1 to m and n respectively, matching the required bottom-up structure. However, the base case initialization is missing, which is a separate issue."", ""2"": ""The student's solution completely omits initializing the base cases (edDis[i][0] and edDis[0][j]) which are critical for the dynamic programming approach, leaving these values at their default zero instead of setting them to i and j respectively."", ""3"": ""The student correctly implements the character match case by setting edDis[i][j] to edDis[i-1][j-1] when a.charAt(i-1) equals b.charAt(j-1), matching the sample solution's logic."", ""4"": ""The student correctly implements the recurrence relation for mismatched characters, using 1 + min of the three neighboring cells (edDis[i][j-1], edDis[i-1][j], edDis[i-1][j-1]) as required by the rubric point."", ""5"": ""The code fails to initialize the base cases (first row and column of the DP table) which are critical for correct edit distance calculation, leading to incorrect results for all inputs.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-5-1-java,mut_semi,60,"{""1"": 20, ""2"": 0, ""3"": 20, ""4"": 20, ""5"": 0}",{},"{""1"": ""The student correctly initializes the queue with the start node and uses a while loop that processes nodes until the queue is empty, matching the required loop structure and initialization."", ""2"": ""The student removed nodes from the end of the queue (using queue.size()-1) instead of the front (index 0), which violates the FIFO principle required for correct BFS traversal and results in DFS behavior."", ""3"": ""The student correctly checks if a node is in the visited list before processing it and adds it to visited when processed, ensuring no duplicates are added and preventing infinite loops."", ""4"": ""The student correctly adds all unvisited neighbors to the queue, as required by the rubric point, though the use of remove(queue.size() - 1) alters the traversal order from BFS to DFS."", ""5"": ""The solution uses a stack (removing from the end of the list) instead of a queue (which requires removing from the front), resulting in a depth-first search order rather than the required breadth-first search level-by-level processing.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-6-1-python,mut_semi,60,"{""1"": 20, ""2"": 0, ""3"": 15, ""4"": 25, ""5"": 0}",{},"{""1"": ""The student correctly allocates a 2D table of size (m+1)x(n+1) and uses nested loops iterating from 1 to m and 1 to n, matching the required structure for bottom-up dynamic programming."", ""2"": ""The student's solution fails to initialize the base cases (edDis[i][0] = i and edDis[0][j] = j) which are critical for correct edit distance calculation, leaving these values at their default 0 instead."", ""3"": ""The student correctly assigns edDis[i][j] = edDis[i-1][j-1] when characters match, which accurately reflects the no-edit case described in the rubric point."", ""4"": ""The student correctly implements the recurrence relation for mismatched characters using 1 + min of the three neighboring cells (edDis[i][j-1], edDis[i-1][j], edDis[i-1][j-1]) as required by the rubric point."", ""5"": ""The student's solution incorrectly initializes the entire DP table with zeros instead of setting the first row and column to represent the base cases (cost of converting to/from empty strings), leading to completely incorrect edit distance calculations.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-5-1-python,mut_semi,60,"{""1"": 20, ""2"": 0, ""3"": 20, ""4"": 20, ""5"": 0}",{},"{""1"": ""The student correctly initializes the queue with the start node and uses a while loop to process nodes until the queue is empty, matching the structure in the sample solution."", ""2"": ""The student uses queue.pop() which removes elements from the end of the list (LIFO), implementing depth-first search instead of breadth-first search as required by the rubric point."", ""3"": ""The student correctly checks if a node is in the visited list before processing it and adds it to visited when processed, ensuring no duplicates or infinite loops, as required by the rubric point."", ""4"": ""The student correctly appends unvisited neighbors to the end of the queue using queue.append(vertex), which aligns with the required BFS behavior for enqueuing neighbors."", ""5"": ""The solution uses queue.pop() which removes elements from the end of the list, implementing depth-first search instead of breadth-first search as required. This results in nodes being processed in the wrong order compared to the sample solution's FIFO queue approach.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-1-1-python,mut_semi,62,"{""1"": 15, ""2"": 15, ""3"": 15, ""4"": 0, ""5"": 17, ""6"": 0}",{},"{""1"": ""The student's GCD function is correctly implemented using the Euclidean algorithm with proper base case and recursive step, matching the structural correctness required."", ""2"": ""The student's GCD function correctly terminates when b == 0, which is the proper base case for the recursive Euclidean algorithm as required by the rubric point."", ""3"": ""The GCD function correctly implements the recursive step with gcd(b, a%b), which ensures each recursive call reduces the problem size toward termination by replacing the larger number with the remainder."", ""4"": ""The LCM function returns a * b without dividing by the GCD, which results in an incorrect value that is typically much larger than the actual LCM."", ""5"": ""The GCD function correctly implements the Euclidean algorithm with proper base case handling and recursive steps for all non-negative integer inputs."", ""6"": ""The LCM function returns a * b without dividing by the GCD, which is the critical step required to compute the least common multiple correctly as per the mathematical formula provided in the question.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-1-1-java,mut_semi,62,"{""1"": 15, ""2"": 15, ""3"": 15, ""4"": 0, ""5"": 17, ""6"": 0}",{},"{""1"": ""The student's gcd function correctly implements the Euclidean algorithm using recursion without needing explicit swapping, as the recursive call naturally handles parameter ordering."", ""2"": ""The student's GCD function correctly terminates with the base case \""if (b == 0) return a\"", which properly handles the recursive Euclidean algorithm's termination condition."", ""3"": ""The student's gcd function correctly implements the recursive reduction step with `gcd(b, a % b)`, which properly reduces the problem size toward termination."", ""4"": ""The LCM function incorrectly returns a * b without dividing by the GCD, which is required by the mathematical formula for LCM."", ""5"": ""The student's gcd function correctly implements the Euclidean algorithm recursively without needing an initial swap, and returns the correct GCD for all non-negative integer inputs."", ""6"": ""The LCM function returns a * b without dividing by the GCD, which results in incorrect values (e.g., lcm(4,6) would return 24 instead of the correct 12).""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-2-2-java,mut_semi,65,"{""1"": 20, ""2"": 15, ""3"": 25, ""4"": 0, ""5"": 5}",{},"{""1"": ""The solution correctly iterates through all tokens in the input array and classifies each token as either an operator (+, -, *, /) or a numeric value using a switch statement with a default case for numbers."", ""2"": ""The student correctly converts numeric strings to integers using Integer.parseInt() and pushes them onto the stack in the default case of the switch statement."", ""3"": ""The student correctly pops two values from the stack and pushes the result for all operators, fulfilling the requirement to handle operators by popping, computing, and pushing."", ""4"": ""The student's code uses n1 - n2 and n1 / n2 for subtraction and division, reversing the correct RPN order of second_popped - first_popped and second_popped / first_popped. This leads to incorrect results for non-commutative operations."", ""5"": ""The student's code incorrectly applies subtraction and division in the reverse order (n1 - n2 and n1 / n2 instead of n2 - n1 and n2 / n1), leading to incorrect results for expressions involving these operators.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-4-1-python,mut_semi,65,"{""1"": 25, ""2"": 20, ""3"": 20, ""4"": 0, ""5"": 0}",{},"{""1"": ""The student correctly implements the traversal logic, moving from the root to the appropriate null position by comparing keys and following left/right pointers as required."", ""2"": ""The student correctly maintains the 'y' pointer during traversal to track the parent node, just like the sample solution, ensuring proper parent tracking throughout the insertion process."", ""3"": ""The student correctly attaches the insert node as the left or right child of the parent based on key comparison, but forgot to set the insert.parent attribute as required."", ""4"": ""The student's code does not assign insert.parent = y as required, leaving the parent pointer of the new node unset despite correctly identifying the parent node during traversal."", ""5"": ""The student's solution fails to set the parent of the inserted node, which is required for maintaining correct tree structure as shown in the sample solution. This results in an invalid BST since parent pointers are missing.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-4-1-java,mut_semi,77,"{""1"": 25, ""2"": 20, ""3"": 20, ""4"": 0, ""5"": 12}",{},"{""1"": ""The student correctly implements the loop to traverse the tree, moving left or right based on key comparisons until reaching a null position, which matches the sample solution's traversal logic."", ""2"": ""The student correctly maintains the 'y' pointer during traversal to track the parent node, fulfilling the requirement of updating the parent pointer at each step."", ""3"": ""The student correctly attaches the insert node as the left child when insert.key < parent.key and as the right child otherwise, fulfilling the requirements for this rubric point."", ""4"": ""The student's solution correctly traverses the tree and attaches the new node as a child but completely omits the line `insert.parent = y`, failing to establish the parent link required by the rubric point."", ""5"": ""The student's code correctly handles tree traversal and node attachment but fails to set the insert.parent field, which is essential for maintaining proper parent-child relationships in the tree structure.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-2-2-python,mut_correct,98,"{""1"": 20, ""2"": 15, ""3"": 25, ""4"": 25, ""5"": 13}",{},"{""1"": ""The student's solution correctly iterates through each token in the input list and uses explicit conditional checks to distinguish between operators (+, -, *, /) and numeric tokens, pushing numbers to the stack and performing operations for operators as required."", ""2"": ""The student correctly converts numeric tokens to integers using int(i) and pushes them onto the stack in the else clause, fulfilling the requirement for number handling."", ""3"": ""The student correctly pops two values from the stack for each operator, applies the operation in the correct order (second-popped value first in the computation), and pushes the result back, fully satisfying the operator handling requirements."", ""4"": ""The student correctly implements subtraction as second_popped - first_popped and division as second_popped / first_popped, matching RPN's required operand order for non-commutative operators."", ""5"": ""The solution correctly handles all operators and numbers, but uses floating-point division (/) instead of integer division with floor rounding, which may produce incorrect results for negative numbers or non-integer divisions.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
21_22-3-2-python,mut_correct,100,"{""1"": 20, ""2"": 20, ""3"": 15, ""4"": 20, ""5"": 25}",{},"{""1"": ""The student correctly constructs the adjacency list and adds a virtual source node 0 with edges to all other nodes, matching the sample solution's approach."", ""2"": ""The student correctly initializes the memo array with -1 for all nodes and checks memo[node] != -1 to return cached values, matching the sample solution's implementation."", ""3"": ""The student correctly implements the base case for leaf nodes by returning 0 when a node has no outgoing edges, matching the sample solution's logic."", ""4"": ""The student correctly implements the recurrence relation by taking the maximum path length among all children and adding 1, then storing the result in memo[node] before returning, matching the sample solution's approach."", ""5"": ""The student's solution is identical to the sample solution, correctly implementing a memoized DFS approach to compute the longest path in a DAG with O(N+M) time complexity.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
21_22-2-2-java,mut_correct,100,"{""1"": 20, ""2"": 25, ""3"": 15, ""4"": 20, ""5"": 20}",{},"{""1"": ""The student correctly allocates a prefix sum array `c` of size `n` and initializes `c[0]` to `a[0]`, matching the requirements in the rubric point."", ""2"": ""The student correctly constructs the prefix sum array with c[i] = a[i] + c[i-1] for i from 1 to n-1, matching the sample solution's approach."", ""3"": ""The student correctly allocates the output array 'd' of size n and implements a loop over all n queries in B, mirroring the structure of the sample solution."", ""4"": ""The student correctly handles the l=0 edge case by using an if-else statement that directly assigns d[i] = c[b[i][1]] when b[i][0]-1 is negative, matching the sample solution's approach."", ""5"": ""The student's solution correctly implements the prefix sum approach, accurately handling both cases where the query starts at index 0 and where it starts later, matching the sample solution's logic and efficiency.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
21_22-3-1-java,mut_correct,100,"{""1"": 20, ""2"": 20, ""3"": 15, ""4"": 25, ""5"": 20}",{},"{""1"": ""The student correctly allocates a memo array of size n+1 and initializes all entries to -1, matching the sample solution's approach for memoization setup."", ""2"": ""The student correctly implements the base cases for n=0 and n=1, returning W[0] and max(W[0], W[1]) respectively, matching the sample solution's logic exactly."", ""3"": ""The student's solution correctly checks the memoization array at the start of each helper call and returns the cached value immediately if available, matching the sample solution's approach."", ""4"": ""The student's solution correctly implements the recurrence relation memo[n] = max(W[n] + opt_helper(n-2, ...), opt_helper(n-1, ...)) and stores the result in memo[n] before returning, matching the sample solution exactly."", ""5"": ""The student's solution exactly matches the sample solution, correctly implementing memoization to achieve O(n) time complexity and properly handling all edge cases for the billboard placement problem.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
21_22-1-2-python,mut_correct,100,"{""1"": 15, ""2"": 20, ""3"": 30, ""4"": 15, ""5"": 20}",{},"{""1"": ""The student correctly initialised the search bounds with l = 0 and r = 10**18, matching the sample solution's approach to ensure the search space covers all possible values of N."", ""2"": ""The student correctly implements a binary search loop with the condition \""while l <= r\"" and calculates the midpoint as \""(l + r) // 2\"" at each iteration, matching the required structure for efficient O(log n) complexity."", ""3"": ""The student correctly updates l and r based on f(m)'s return value, moving l up when f(m) is 0 (indicating m < N) and moving r down when f(m) is 1 (indicating m \u2265 N), matching the required narrowing logic."", ""4"": ""The student correctly returns `m` if `f(m)` is 1, otherwise `m + 1`, matching the post-loop return logic in the sample solution."", ""5"": ""The student's implementation correctly performs binary search with the same logic as the sample solution, correctly handling all edge cases and returning N in O(log n) time.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
21_22-2-2-python,mut_correct,100,"{""1"": 20, ""2"": 25, ""3"": 15, ""4"": 20, ""5"": 20}",{},"{""1"": ""The student correctly allocates a prefix sum array `c` of size `n` and initializes `c[0]` to `a[0]`, matching the sample solution's approach."", ""2"": ""The student correctly implements the prefix sum array construction with c[i] = a[i] + c[i-1], matching the sample solution's approach for building the cumulative sum array."", ""3"": ""The student correctly allocates an output array `d` of size `n` and implements a loop over all `n` queries in `B` to compute the required sums using prefix sums."", ""4"": ""The code correctly handles the l=0 edge case by using the condition \""if b[i][0] - 1 >= 0\"" to determine whether to subtract the prefix sum at l-1, matching the required logic in the rubric point."", ""5"": ""The student's solution correctly implements the prefix sum approach, accurately handling both the prefix sum construction and query evaluation with identical logic to the sample solution, ensuring O(n) time complexity and avoiding forbidden keywords.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
21_22-3-2-java,mut_correct,100,"{""1"": 20, ""2"": 20, ""3"": 15, ""4"": 20, ""5"": 25}",{},"{""1"": ""The student correctly constructs the adjacency list with a virtual source node 0 connected to all other nodes, mirroring the sample solution's approach for ensuring a single DFS traversal covers all nodes."", ""2"": ""The student correctly initializes the memo array with -1 for all nodes and checks memo[node] != -1 before returning cached values, matching the sample solution's memoization implementation."", ""3"": ""The student correctly returns 0 when a node has no outgoing edges, properly handling the base case for leaf nodes in the DFS function."", ""4"": ""The student correctly implements the recurrence relation by iterating through each child node and computing the maximum path length as the maximum of (dfs(child) + 1), storing the result in memo[node] before returning."", ""5"": ""The student's solution is identical to the sample solution, correctly implementing the dynamic programming approach with memoization to compute the longest path in a DAG in O(N+M) time.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
21_22-3-1-python,mut_correct,100,"{""1"": 20, ""2"": 20, ""3"": 15, ""4"": 25, ""5"": 20}",{},"{""1"": ""The student correctly allocates a memo array of size n+1 and initializes it with -1 as the sentinel value, matching the sample solution's approach exactly."", ""2"": ""The student correctly implements the base cases for n=0 and n=1, returning W[0] and max(W[0], W[1]) respectively, matching the requirements in the sample solution."", ""3"": ""The student's code correctly checks the memoization table before proceeding with computation for all n \u2265 2, ensuring no redundant calculations are performed."", ""4"": ""The student correctly implements the recurrence relation and stores the computed maximum profit in the memoization array before returning, matching the sample solution's approach."", ""5"": ""The student's solution is identical to the sample solution, correctly implementing dynamic programming with memoization to compute the maximum profit in O(n) time.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
21_22-2-1-java,mut_correct,100,"{""1"": 20, ""2"": 25, ""3"": 15, ""4"": 20, ""5"": 20}",{},"{""1"": ""The student correctly allocates the counting array with size B.length + 1, which is sufficient since the problem constraints ensure max(A) \u2264 |B| - 1."", ""2"": ""The student correctly implements frequency counting by initializing an array of size B.length + 1 and incrementing C[A[i]] for each element in A, matching the sample solution's approach."", ""3"": ""The output loop correctly iterates from i=0 to B.length-1 inclusive, ensuring the result string has exactly m characters as required by the problem statement."", ""4"": ""The student correctly appends '0' when C[i] exceeds B[i] and '1' otherwise, matching the required logic for determining if a category can be delivered in one pass."", ""5"": ""The student's solution correctly implements the required logic using a frequency array and StringBuilder, matches the sample solution's approach exactly, and adheres to all constraints including time complexity and forbidden substrings.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
21_22-2-1-python,mut_correct,100,"{""1"": 20, ""2"": 25, ""3"": 15, ""4"": 20, ""5"": 20}",{},"{""1"": ""The student correctly allocates the counting array C with size 10^6 + 1, matching the approach in the sample solution and satisfying the requirement for handling all possible values in A."", ""2"": ""The student correctly initializes a frequency array and increments counts for each element in A, matching the required frequency counting approach from the sample solution."", ""3"": ""The output loop correctly iterates from 0 to len(B)-1 inclusive using range(len(B)), producing a binary string of exactly length m as required."", ""4"": ""The student correctly checks if C[i] <= B[i] for each index i and appends '1' or '0' accordingly, matching the required logic for generating the output string."", ""5"": ""The student's solution correctly counts occurrences in A using a fixed-size array and compares them to B's values in O(n + m) time, matching the sample solution's approach and requirements.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-3-1-python,mut_correct,100,"{""1"": 20, ""2"": 20, ""3"": 20, ""4"": 15, ""5"": 25}",{},"{""1"": ""The student implemented the exact same loop structure as the sample solution, with an outer while loop controlled by a 'changed' flag and an inner for loop that iterates through adjacent elements, correctly matching the required sorting algorithm structure."", ""2"": ""The student correctly uses the Larger() method with indices i-1 and i to compare adjacent elements, exactly as demonstrated in the sample solution's bubble sort implementation."", ""3"": ""The student correctly calls Swap(i-1, i) immediately after detecting an order violation using Larger(i-1, i), matching the sample solution's proper index usage in both comparison and swap operations."", ""4"": ""The student correctly uses listToSort.Length() to dynamically set the loop bound, ensuring the algorithm works for any list size as required by the rubric point."", ""5"": ""The student implemented a correct bubble sort algorithm that uses the required operations (Larger, Swap, Length) in the same way as the sample solution, properly sorting the list in ascending order.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-1-1-python,mut_correct,100,"{""1"": 15, ""2"": 15, ""3"": 15, ""4"": 20, ""5"": 17, ""6"": 18}",{},"{""1"": ""The student's GCD function correctly implements the Euclidean algorithm with proper base case handling and recursive structure, matching the sample solution's approach."", ""2"": ""The student's GCD function correctly terminates when the remainder r is zero by returning b, which properly implements the base case for the recursive Euclidean algorithm."", ""3"": ""The student's GCD function correctly implements the recursive reduction step by calling GCD(r, b) after computing the remainder, which ensures progress toward termination by reducing the problem size with each recursive call."", ""4"": ""The LCM function correctly uses integer division (//) with the GCD result, which is mathematically equivalent to the formula in the sample solution, and properly handles the required integer return type."", ""5"": ""The GCD function correctly implements the Euclidean algorithm with proper remainder checking using '== 0' and correct recursive calls, handling all test cases accurately."", ""6"": ""The student's solution correctly implements the LCM function using integer division (//) with the GCD, which accurately computes the least common multiple for all valid positive integer inputs as required.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-4-1-java,mut_correct,100,"{""1"": 25, ""2"": 20, ""3"": 20, ""4"": 15, ""5"": 20}",{},"{""1"": ""The student correctly implements the traversal loop, moving left when insert.key < x.key and right otherwise, and properly tracks the parent node using the y variable, matching the sample solution's approach."", ""2"": ""The student correctly maintains the 'y' pointer to track the parent node during traversal, updating it at each step of the loop so it accurately points to the parent of the null insertion point when the loop exits."", ""3"": ""The student correctly attaches the insert node as the left child when insert.key < parent.key and as the right child otherwise, matching the sample solution's logic."", ""4"": ""The student correctly sets insert.parent = y after finding the appropriate parent node during traversal, matching the sample solution's implementation."", ""5"": ""The student's implementation correctly handles all cases including empty trees, properly sets parent pointers, and maintains the BST structure by inserting nodes in the correct position based on key comparisons.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-3-1-java,mut_correct,100,"{""1"": 20, ""2"": 20, ""3"": 20, ""4"": 15, ""5"": 25}",{},"{""1"": ""The student implemented the exact same nested loop structure as the sample solution, with an outer loop for passes and an inner loop for adjacent element comparisons, correctly reflecting a Bubble Sort algorithm."", ""2"": ""The student correctly uses list.Smaller(j, j-1) to compare adjacent elements, matching the sample solution's approach for detecting out-of-order pairs."", ""3"": ""The student correctly calls Swap(j, j-1) immediately after comparing elements at positions j and j-1 using the Smaller method, matching the sample solution's approach for fixing order violations."", ""4"": ""The student correctly uses list.Length() to bound both loops, just like the sample solution, ensuring the algorithm works for any list size without hardcoded values."", ""5"": ""The student's implementation correctly matches the sample solution's bubble sort algorithm, using the required operations to sort the list in ascending order through proper nested loops and element comparisons.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-4-1-python,mut_correct,100,"{""1"": 25, ""2"": 20, ""3"": 20, ""4"": 15, ""5"": 20}",{},"{""1"": ""The student's code correctly implements the traversal logic, using a loop to move from the root to the appropriate null position by comparing keys and updating x/left/right pointers, matching the sample solution's approach."", ""2"": ""The student correctly maintains the 'y' pointer during traversal, updating it at each step to track the parent node of the current position, which accurately identifies the insertion point's parent after the loop."", ""3"": ""The student correctly attaches the insert node as the left child when insert.key < parent.key and as the right child otherwise, matching the sample solution's logic for attaching nodes."", ""4"": ""The student correctly sets insert.parent = y after the traversal, matching the sample solution's approach to establish the upward link from the new node to its parent."", ""5"": ""The student's implementation correctly handles all insertion cases, including empty trees, with proper parent pointer assignment and tree structure maintenance, matching the sample solution's logic and edge case handling.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-4-2-java,mut_correct,100,"{""1"": 20, ""2"": 15, ""3"": 15, ""4"": 20, ""5"": 10, ""6"": 20}",{},"{""1"": ""The student correctly sets y to delete when it has at most one child and to treeMinimum(delete.right) when it has two children, matching the sample solution's logic for selecting the node to physically remove."", ""2"": ""The treeMinimum method correctly implements the leftward traversal to find the minimum node, matching the sample solution's logic and functionality."", ""3"": ""The student correctly identifies x as y's non-null child (left if available, else right) and handles the case where y is a leaf by setting x to null, matching the sample solution's approach."", ""4"": ""The student correctly updates x.parent to y.parent and adjusts y.parent's child pointer (or root) to x, accurately implementing the splicing of y out of the tree as required."", ""5"": ""The student correctly implements the key copy operation with \""if (y != delete) delete.key = y.key;\"" which matches the sample solution's approach for handling successor node key transfer."", ""6"": ""The student's implementation correctly handles all deletion cases (leaf, one child, two children, root deletion) with proper pointer updates and key copying, matching the sample solution's logic and structure.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
19_20-4-2-python,mut_correct,100,"{""1"": 20, ""2"": 15, ""3"": 15, ""4"": 20, ""5"": 10, ""6"": 20}",{},"{""1"": ""The student correctly identifies y as delete when it has at most one child, and uses tree_minimum(delete.right) when delete has two children, matching the sample solution's logic for selecting the node to physically remove."", ""2"": ""The student's tree_minimum function correctly implements the required behavior by traversing left until reaching a node with no left child, matching the sample solution's approach."", ""3"": ""The student correctly identifies x as y's non-null child using a conditional expression, handling both cases where y has a left child, a right child, or no children (resulting in x being None). This matches the logic in the sample solution."", ""4"": ""The student correctly updates x.parent to y.parent when x is non-null and properly adjusts y.parent's child pointer (or root) to x, fully implementing the splicing operation as required."", ""5"": ""The student correctly checks if y is not the delete node and copies y's key to delete, matching the sample solution's logic for handling successor nodes."", ""6"": ""The student's solution correctly handles all deletion cases (leaf, one child, two children, root deletion) with the same logic as the sample solution, including proper pointer adjustments and key copying.""}",bulk-accepted from approach_2,finalized,2026-06-24T14:27:17+00:00
